row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
5306,36,C,3398,213,801,30949,1932,15,2
5307,52,B,6077,29806,1187,42029,1274,18,5
5308,51,A,5477,27529,1307,17529,1154,17,5
5309,23,E,7381,22485,1808,30259,1444,20,6
5310,41,A,5580,39268,1317,38563,1988,15,4
5311,53,C,3767,10773,978,28853,994,14,3
5312,36,B,5671,10752,1222,35864,1906,18,4
5313,44,A,5148,10260,1064,41387,1808,18,4
5314,40,A,3948,19801,1330,33172,1202,16,3
5315,40,D,3913,8155,567,16661,1577,9,3
5316,42,B,5571,14381,1248,27487,1851,16,4
5317,42,A,5095,26638,979,39625,1451,15,4
5318,24,E,6767,39904,1675,25078,1844,17,5
5319,28,D,1803,3973,505,36875,2246,13,0
5320,32,E,7713,54374,1983,31425,2306,20,6
5321,52,E,7865,19859,1835,20406,1472,17,7
5322,34,E,8417,63265,1676,19816,1725,19,7
5323,27,D,3406,6681,544,28691,1097,18,3
5324,32,C,3604,8131,864,28339,1821,18,2
5325,42,C,3494,5137,618,27862,1617,16,2
5326,57,B,6549,20753,1227,19773,1390,20,6
5327,53,E,7303,46426,1770,34097,1886,18,6
5328,44,B,7858,14623,1198,37237,2302,13,6
5329,43,B,5140,21274,1268,24651,1342,17,4
5330,29,B,4543,16570,1111,25294,1883,17,3
5331,28,C,3443,5958,620,25152,1827,16,2
5332,49,C,4244,1510,640,32060,2342,15,2
5333,36,B,6934,10148,1148,23131,2147,16,5
5334,35,C,4188,11441,872,35682,1823,13,3
5335,15,C,3512,1662,943,24829,1913,16,2
5336,51,D,3250,8951,474,27713,1628,12,2
5337,30,D,2008,6695,496,38600,1662,11,1
5338,34,C,3295,3227,749,34446,2058,15,2
5339,35,E,8393,35398,1840,31124,1160,19,8
5340,51,E,6962,35063,1885,27272,1803,21,6
5341,46,D,1574,3142,576,21516,1324,14,1
5342,53,C,4150,7925,878,23779,968,18,4
5343,28,E,7567,98349,1877,20257,2306,22,6
5344,54,D,2229,3103,522,22273,1516,12,1
5345,49,E,8116,34106,1608,31142,2051,20,7
5346,32,A,5184,26379,912,41856,1798,17,4
5347,
5349,41,D,2667,4244,483,41678,1502,13,2
5350,29,C,3753,2168,702,26097,1365,12,3
5351,41,C,4217,11331,955,27883,1551,14,3
5352,64,B,6617,22755,1308,20294,1868,16,5
5353,32,E,7993,59360,1783,19578,1608,18,7
5354,30,D,1709,4326,592,37989,1783,16,0
5355,37,E,8071,40879,1706,35041,1957,19,7
5356,37,B,6981,22831,1222,29791,1504,13,6
5357,29,B,6641,17871,1283,29953,1279,16,6
5358,44,C,4015,1279,827,33487,2221,17,2
5359,24,D,2858,8150,493,39973,2073,11,1
5360,36,B,8493,12164,1096,28031,1479,15,8
5361,41,B,6388,17177,1425,27055,1208,18,6
5362,41,A,5048,9307,660,40081,1953,15,4
5363,46,E,8327,51726,1976,30701,1731,18,7
5364,41,A,4544,22495,749,17896,1620,19,3
5365,37,E,7188,68284,1957,40665,1897,21,6
5366,36,E,8662,50884,1332,19121,2279,23,7
5367,32,E,7462,54603,1545,28351,1122,18,7
5368,45,A,5576,33435,1306,38436,1851,14,4
5369,44,B,7479,2291,1270,35972,1698,17,6
5370,49,C,3647,11679,785,26694,2041,16,2
5371,69,D,2987,3818,553,27748,1597,13,2
5372,53,E,7669,52211,1399,22850,2525,18,6
5373,41,C,3219,7667,530,17671,2045,18,2
5374,29,C,3805,10704,715,38973,1463,14,3
5375,18,E,8241,78554,1644,19467,1441,16,7
5376,58,D,2639,8213,480,28773,1475,13,2
5377,41,A,4437,30790,1580,39575,1102,19,4
5378,36,C,3666,294,603,27925,1727,17,2
5379,9,B,6846,20773,1207,16678,2090,14,5
5380,29,E,7087,76123,2230,38484,1922,19,6
5381,42,C,3467,7350,702,30110,1975,15,2
5382,60,A,6200,30045,966,29903,1789,16,5
5383,41,C,3884,10014,869,21389,1817,16,3
5384,24,A,4688,19365,597,36855,1986,20,3
5385,47,E,8345,80954,2170,32437,1501,21,7
5386,37,A,4509,30704,981,32859,1665,19,3
5387,24,C,3560,1270,800,27308,1699,14,2
5388,60,B,6048,12695,1209,36821,1811,18,5
5389,34,E,7399,23321,1266,31627,1044,20,7
5390,52,B,7565,36040,1070,29397,1824,18,6
5391,59,E,7800,65000,1720,23339,1347,20,7
5392,32,B,5997,12523,1257,38469,1135,15,5
5393,53,D,3567,7183,431,17241,1732,6,2
5394,39,A,5045,23235,610,17198,1568,18,4
5395,43,B,6342,9911,1064,39593,1767,16,5
5396,32,D,1967,2547,535,36658,1804,10,1
5397,28,B,5931,27285,1047,15780,1492,16,5
5398,26,C,3486,12565,797,35840,1392,15,3
5399,44,A,4636,23677,1076,29167,1105,13,4
5400,41,C,2509,8068,577,37959,1086,15,2
5401,40,E,6967,28822,1895,19171,1923,21,6
5402,30,B,7799,30103,975,36857,1588,15,7
5403,33,A,5146,26026,838,15621,2380,15,3
5404,42,D,2175,3047,465,20122,1718,14,1
5405,37,B,7178,33866,1237,16440,2324,17,5
5406,41,D,1955,3044,475,39206,1743,12,1
5407,38,D,2319,3863,404,34132,1807,12,1
5408,39,E,9001,61684,1420,17986,1754,14,8
5409,49,D,2438,6339,549,40950,2313,15,1
5410,44,C,3434,3656,638,20589,1252,16,3
5411,26,B,5825,26304,1061,30934,1443,20,5
5412,45,B,6982,17874,1059,20427,1426,16,6
5413,46,A,4508,20077,645,38848,2538,17,2
5414,35,E,7688,45625,1437,26443,2158,23,6
5415,45,D,2585,6212,555,37735,1874,13,1
5416,51,E,6649,43113,1853,35189,1277,15,6
5417,38,B,6593,23177,1181,37823,2014,18,5
5418,53,C,3577,9639,987,28000,1731,16,2
5419,48,D,2709,5076,569,36649,1315,10,2
5420,42,C,3484,3503,731,17114,1881,16,2
5421,54,E,6607,51699,2380,22275,1509,16,6
5422,45,C,4130,5044,954,27392,1462,14,3
5423,47,D,2293,4272,475,37706,2218,12,1
5424,31,A,5429,17261,1009,25612,1644,19,4
5425,53,A,4447,24494,1061,36824,2086,15,3
5426,30,A,5047,22694,1195,29643,1992,19,4
5427,39,D,3416,5496,445,22117,1556,14,2
5428,59,B,6695,21308,1169,19114,1926,19,5
5429,63,E,7431,44397,2141,17632,1093,20,7
5430,43,C,4099,3112,738,18992,1966,14,3
5431,38,D,1859,3076,432,29903,1803,14,1
5432,33,A,4517,26082,1134,39059,1563,19,3
5433,42,E,7542,8539,1150,22100,1387,16,7
5434,36,D,2626,5802,506,29564,1765,12,1
5435,47,A,5211,23944,1163,34609,1734,15,4
5436,50,D,2918,6786,512,20197,1781,10,2
5437,46,C,3695,4240,706,25014,2141,14,2
5438,35,A,4951,26075,857,22327,2146,24,3
5439,45,B,8610,41324,1067,16419,1311,21,8
5440,43,E,7411,63138,1015,40560,1323,17,7
5441,42,B,6699,10824,1140,36755,1934,18,5
5442,44,E,7014,24236,1239,33711,2002,21,6
5443,39,E,8642,25790,2459,17877,1650,18,7
5444,37,B,7516,16255,1077,23517,1573,16,6
5445,39,D,3258,6108,460,37530,1646,13,2
5446,28,B,7527,22640,1263,36056,1344,17,7
5447,40,C,3324,7655,762,37258,2200,14,2
5448,47,C,3988,15610,698,27691,1429,16,3
5449,54,B,8773,28997,1182,21343,2035,21,7
5450,64,D,2530,3673,493,34696,1974,19,1
5451,34,B,6040,8919,1307,24437,1309,14,5
5452,29,B,7283,18387,966,35878,1309,20,6
5453,29,B,8773,24262,1091,17774,1576,18,8
5454,44,B,7125,24469,1079,18197,1920,18,6
5455,55,E,8036,64298,2286,38698,1383,19,7
5456,39,B,6182,22577,1170,15988,1656,19,5
5457,32,B,9415,35251,1293,35599,1656,20,8
5458,36,E,8191,39820,2227,40495,1653,18,7
5459,28,A,5149,25164,1064,20038,1674,20,4
5460,32,E,7102,43681,1177,40181,1416,21,6
5461,33,C,4160,15774,678,34241,1039,18,4
5462,36,E,7355,48214,1949,39211,980,17,7
5463,38,E,9173,101795,2044,19183,1916,19,8
5464,62,B,6262,23478,1190,40900,1462,20,5
5465,34,D,1970,5363,577,27676,1638,8,1
5466,51,A,5588,31768,986,35187,2248,17,4
5467,29,C,3438,7167,841,30481,1599,15,2
5468,48,E,7707,43746,1395,32848,1691,19,7
5469,33,D,2352,4579,423,20645,1548,14,1
5470,52,A,5151,25812,1325,41007,1851,21,4
5471,36,C,3945,9166,839,34397,1512,15,3
5472,27,A,5036,22416,745,32706,1601,16,4
5473,39,A,4531,20400,1220,41847,961,15,4
5474,42,E,7525,72875,1634,29908,1224,20,7
5475,42,E,8315,56176,1693,25849,1835,17,7
5476,43,A,4714,25223,843,34994,1956,16,3
5477,30,C,3660,11052,1168,33492,1561,15,3
5478,11,D,1962,3750,450,19006,1696,13,1
5479,43,A,5249,19521,652,27448,1514,20,4
5480,57,D,3475,10714,472,17650,1321,10,3
5481,40,D,2435,6417,483,29107,1695,15,1
5482,52,A,5484,41602,923,21790,1662,19,4
5483,43,E,7513,78004,1266,40772,2337,19,6
5484,46,E,7554,37327,1583,27401,1805,23,6
5485,33,E,8437,59812,1395,19855,943,20,8
5486,51,C,3502,4032,764,28458,1326,15,3
5487,34,C,2852,9022,863,16832,1844,14,2
5488,28,D,2277,5898,433,35639,1606,15,1
5489,49,D,1469,3400,507,37293,1956,11,0
5490,60,D,3242,7547,521,19968,1741,11,2
5491,53,A,4564,21414,816,36324,1647,17,3
5492,31,C,3749,5852,782,33364,1452,15,3
5493,46,B,5803,14112,1165,23230,1825,18,4
5494,43,C,3372,7439,1026,22556,2023,17,2
5495,39,E,8053,44362,1626,22417,1511,18,7
5496,49,B,7311,33915,1027,36601,1994,19,6
5497,46,A,5684,20634,850,30717,1100,16,5
5498,48,A,5415,25552,890,35619,1367,15,5
5499,45,A,4090,21539,1169,38876,1329,18,3
5500,43,C,3097,1323,871,24880,1772,16,2
5501,52,C,3390,11285,784,27087,1440,15,2
5502,42,E,8356,53891,1195,32646,1175,17,8
5503,41,A,5546,26430,1017,33002,1760,19,4
5504,58,B,6226,17824,1232,15824,1355,19,5
5505,41,E,6655,42724,1360,18546,1700,23,5
5506,51,C,3934,9470,732,28978,2046,15,2
5507,35,C,3447,9558,752,32860,1619,13,2
5508,36,B,8494,37674,1023,28920,1202,18,8
5509,37,D,2246,5387,530,19754,1809,17,1
5510,18,C,4344,8665,978,28385,1403,13,3
5511,40,E,7493,27882,1574,42102,1508,17,6
5512,48,B,6446,24700,1084,34797,1365,20,6
5513,42,D,2961,4181,421,37137,2138,15,1
5514,51,C,2826,7027,912,29629,1930,18,1
5515,44,C,2970,749,966,36919,1574,13,2
5516,29,B,7767,22558,1058,40281,1466,19,7
5517,23,D,2817,4211,430,26437,1602,10,2
5518,46,A,3926,13390,1069,26734,2027,15,2
5519,47,E,7503,23528,1943,31132,1811,20,6
5520,45,C,3889,9917,802,26349,1878,14,3
5521,41,C,4323,11853,936,26458,1989,13,3
5522,58,E,8322,47398,1376,16683,1878,20,7
5523,45,B,6483,16644,1215,21545,1898,17,5
5524,43,B,6900,28985,1098,19396,1909,15,5
5525,30,E,7806,65495,964,17452,2350,23,6
5526,37,E,8838,35707,1265,37808,1654,20,8
5527,33,C,3545,3510,515,28227,1871,14,2
5528,24,C,4015,1123,753,29924,1518,12,3
5529,52,A,4715,14450,644,27828,2095,18,3
5530,42,C,3230,2104,1253,40700,1293,16,2
5531,29,E,8390,45803,1675,23744,2052,14,7
5532,49,A,4796,13306,1113,18649,1579,13,4
5533,31,A,4521,33341,749,40715,1842,18,3
5534,42,B,7969,37353,1287,34423,1883,19,7
5535,37,C,3727,4541,951,22862,1700,14,3
5536,27,C,3227,11700,775,21650,1655,12,2
5537,54,D,3523,7193,532,28315,987,12,3
5538,56,D,2277,3784,549,24838,2616,12,0
5539,38,E,7904,66890,2248,15683,1615,15,7
5540,50,B,6514,22329,1270,22685,1206,16,6
5541,19,D,2692,7863,492,33843,2155,14,1
5542,44,D,2882,5820,598,38255,1864,11,2
5543,30,D,2320,5912,528,16677,1378,12,1
5544,46,E,6555,27251,1280,18663,2178,17,5
5545,
5546,40,B,6707,17458,1251,40123,1778,16,5
5547,41,E,8099,49532,1704,30352,1607,21,7
5548,40,C,3872,9002,755,27271,1332,13,3
5549,42,E,7039,40151,1724,30380,997,19,7
5550,38,E,7416,30366,1554,37265,1170,15,7
5551,30,B,7526,20669,1374,21800,1344,20,7
5552,42,A,5502,18938,1294,23510,1145,14,5
5553,41,A,5252,12385,1182,19246,1630,13,4
5554,56,C,3818,9812,622,39683,1190,15,3
5555,36,C,3521,11490,586,30747,1867,18,2
5556,55,A,4463,29862,884,24913,1479,15,3
5557,53,E,7821,54748,1737,24350,2143,21,6
5558,36,C,3361,4180,851,19442,1500,14,2
5559,48,C,3135,6046,852,37299,642,15,3
5560,50,E,7311,36676,1776,19505,1568,17,6
5561,37,D,3516,4525,484,32344,2025,9,2
5562,28,E,7781,67038,1658,20465,1325,21,7
5563,46,E,8407,23708,1305,40012,1879,18,7
5564,47,A,5409,35493,851,41170,2259,18,4
5565,18,E,7810,32701,1148,37839,1910,14,6
5566,44,B,8283,35565,1240,29958,1665,20,7
5567,33,D,3667,8296,569,19560,1734,12,2
5568,22,C,3718,8813,732,28419,1910,16,2
5569,22,C,3190,5211,856,26538,1570,15,2
5570,47,D,2357,5585,502,22977,1883,10,1
5571,41,C,3644,10550,730,28112,1812,17,2
5572,35,D,1552,3745,519,29738,1487,11,1
5573,26,E,6810,11681,1656,39459,1186,20,6
5574,44,D,2312,5768,478,33400,1544,12,1
5575,31,B,7183,17122,1293,26671,1510,19,6
5576,39,A,4800,25223,975,19466,1522,14,4
5577,35,B,7114,16027,1210,23797,1711,17,6
5578,62,D,2565,5335,520,40106,1602,10,1
5579,30,E,8835,30120,2189,20647,1644,15,8
5580,52,A,5049,22907,1146,19968,1314,18,4
5581,33,E,7545,7920,1977,25866,1367,20,7
5582,30,D,2597,4740,537,39693,2144,9,1
5583,49,A,5468,28723,974,40956,1982,20,4
5584,23,B,5733,20577,1295,31011,1459,18,5
5585,38,A,4369,12008,859,41689,1559,15,3
5586,35,B,6656,13458,1245,21602,2153,20,5
5587,51,B,6845,25310,1039,33050,1591,16,6
5588,45,E,7977,54760,990,31645,1438,18,7
5589,32,C,3913,11088,664,37290,1957,10,2
5590,48,E,7734,76392,2541,36354,1989,17,6
5591,36,B,6743,568,1176,33683,1848,18,5
5592,41,D,1830,2950,480,33070,1846,12,0
5593,32,C,3137,8511,855,21350,2122,10,2
5594,42,C,3713,3205,656,21194,2006,12,2
5595,33,B,8567,28081,1207,17126,1685,20,7
5596,54,E,8480,25558,1796,15678,1275,19,8
5597,47,A,4831,25407,972,21987,2171,16,3
5598,34,B,5111,14563,1156,36383,1408,20,4
5599,38,A,6296,27013,1108,16687,1660,15,5
5600,44,C,3211,5994,862,31074,1460,14,2
5601,52,A,4651,35261,1082,31354,2361,17,3
5602,50,C,2257,7641,835,30776,2147,14,1
5603,41,D,2571,4108,383,17822,2154,16,1
5604,44,C,3715,11137,667,25618,1757,17,2
5605,34,E,8448,41269,2253,30058,1863,20,7
5606,55,B,6115,800,1121,41255,1840,17,5
5607,53,D,2809,4803,443,35953,1853,7,1
5608,51,A,5134,30764,1207,40729,1741,17,4
5609,52,A,4750,35402,1236,37227,1706,18,4
5610,41,D,2283,6127,454,39910,1321,11,1
5611,39,D,3290,7910,506,21770,1369,11,2
5612,40,B,8253,39045,1195,19567,1903,17,7
5613,37,A,5700,28403,546,22245,1375,18,5
5614,32,D,2345,3388,584,20708,1786,10,1
5615,26,E,7487,22801,1099,39768,1693,19,6
5616,30,E,7752,33820,2118,30320,2079,17,6
5617,39,A,5225,30335,1142,16260,1647,15,4
5618,51,C,3830,18834,663,32509,1925,15,2
5619,
5620,35,D,3275,10826,515,35681,2016,12,2
5621,39,B,7689,45501,1218,21378,1787,20,6
5622,28,A,4695,26319,1017,32808,1807,14,3
5623,33,B,6775,16550,1276,38164,1464,16,6
5624,28,B,6473,9405,1077,18675,1969,17,5
5625,39,E,8138,78831,1991,26995,2083,21,7
5626,38,A,4932,22967,1207,27492,1802,12,4
5627,38,C,4001,6450,1050,20350,1795,15,3
5628,23,A,5480,28421,1229,18397,1424,18,5
5629,44,C,3689,11676,971,31734,1512,16,3
5630,30,D,3262,6114,547,35749,1485,12,2
5631,42,A,4745,43801,1258,22656,2249,19,3
5632,43,C,3248,6765,854,38173,1989,18,2
5633,58,E,8475,68263,2263,29349,1789,21,7
5634,39,C,3718,5896,645,39639,2271,13,2
5635,46,D,2662,6034,590,18070,1084,11,2
5636,46,B,7208,11691,1187,21297,2219,16,5
5637,50,B,7354,42567,1091,41819,1384,20,6
5638,36,A,4102,26098,870,27800,2625,17,2
5639,34,D,1475,3343,527,21616,933,17,1
5640,58,A,4361,17073,961,15958,1685,16,3
5641,33,A,4963,23616,747,24564,1452,15,4
5642,24,A,4488,15263,925,32496,2165,13,3
5643,28,E,8257,80749,1364,22801,1355,21,7
5644,43,C,3352,1235,754,26784,2189,15,2
5645,55,C,3814,14483,665,19555,1777,13,3
5646,37,E,8615,70610,1592,28760,1245,18,8
5647,24,A,4659,13685,993,21154,2147,14,3
5648,55,D,2098,1922,628,26195,1824,11,1
5649,40,A,5262,24262,910,39081,1775,13,4
5650,46,C,3850,5909,670,42077,1416,17,3
5651,37,A,4078,8789,1175,21467,1627,18,3
5652,35,C,2973,2093,705,40803,1581,15,2
5653,33,E,8599,11598,1454,28955,2173,22,7
5654,31,D,2527,4210,457,34887,1996,11,1
5655,50,D,2521,3614,445,19135,1800,14,1
5656,58,C,2947,6842,894,40586,2144,17,1
5657,51,E,7178,45708,1764,36425,1828,20,6
5658,42,B,8571,25497,1195,33936,1669,18,7
5659,32,B,7720,25771,1301,33849,1613,21,7
5660,36,E,7712,50040,1636,29884,1244,15,7
5661,34,C,3385,4681,899,39002,1679,17,2
5662,33,E,8581,67485,1867,34010,1908,22,7
5663,46,D,2717,5792,580,17808,2043,9,1
5664,54,A,5329,31906,833,24598,1429,16,4
5665,35,A,4766,32903,849,29001,1510,17,4
5666,46,C,3936,12292,845,22170,1645,15,3
5667,43,B,6304,14338,960,36202,1299,19,6
5668,34,E,7111,35280,1688,21843,1618,18,6
5669,19,A,5151,34317,1222,41731,745,16,5
5670,46,D,2012,5710,520,40078,1588,12,1
5671,33,B,8757,17939,1238,16019,2393,14,7
5672,25,A,5634,40159,1396,26936,1983,16,4
5673,63,D,2730,6013,425,22361,1683,15,2
5674,32,C,3900,542,561,26054,1808,15,3
5675,42,C,3371,12335,906,18867,1683,14,2
5676,63,C,4037,10301,796,16170,2191,9,2
5677,38,A,4596,25006,777,39587,1654,14,3
5678,48,D,2271,4404,545,30852,1305,10,1
5679,12,C,3438,6525,807,38078,1516,14,2
5680,30,D,2505,5278,403,23365,1590,10,1
5681,46,A,5751,46541,944,27372,1243,18,5
5682,37,A,5280,32540,869,32714,1911,17,4
5683,20,E,8115,72968,1731,42118,2054,15,7
5684,43,A,5936,39782,1065,29874,1356,16,5
5685,25,B,9315,30157,1181,16823,1878,15,8
5686,48,B,6941,20910,1200,15976,2144,20,5
5687,33,D,1123,2242,562,30241,1826,13,0
5688,50,B,6369,30360,1062,29191,2038,20,5
5689,45,A,4547,15811,950,40678,1562,15,3
5690,36,C,3376,15405,865,25022,1836,17,2
5691,47,A,4014,26140,1065,40001,1405,16,3
5692,39,B,6874,18123,976,40471,1848,19,6
5693,42,D,1948,3145,482,27144,1623,10,1
5694,50,E,7892,72595,1677,37856,1564,19,7
5695,60,D,3704,8019,488,38094,1774,17,2
5696,43,A,4259,19172,1002,17434,1757,13,3
5697,43,D,2947,6233,475,19945,2060,14,1
5698,41,B,8865,17276,1273,34850,1341,22,8
5699,48,A,4704,12997,1094,24705,2023,18,3
5700,36,D,950,1964,505,22351,1312,15,0
5701,47,C,2939,10413,718,33237,1625,13,2
5702,
5703,30,E,7331,72282,1598,38181,1672,17,6
5704,31,C,2969,6891,967,24506,1485,19,2
5705,33,A,5477,31204,1071,39059,1467,15,5
5706,52,B,6009,25014,1106,38336,1517,14,5
5707,36,B,7977,13069,1156,25847,958,19,8
5708,70,C,3065,1392,933,21307,1917,13,2
5709,58,B,5905,12460,1091,37817,2169,17,4
5710,57,D,4008,8335,525,36734,1528,19,3
5711,41,D,2759,6793,483,30474,1935,17,1
5712,17,C,3089,8739,820,25699,1891,15,2
5713,43,A,4735,37820,1065,40182,1933,17,3
5714,30,A,5446,26417,1205,42060,1680,17,4
5715,34,E,8317,52033,2223,23298,1678,20,7
5716,33,B,7394,30808,1154,37294,1823,21,6
5717,55,D,3881,9657,547,27970,1583,9,3
5718,30,E,8820,30073,1863,25970,2305,16,7
5719,24,D,1539,3591,501,30560,1559,10,0
5720,46,A,5445,30894,1218,18977,1122,19,5
5721,58,C,3199,4850,751,25693,1685,13,2
5722,40,C,3716,476,706,26008,2133,9,2
5723,51,B,5953,7997,1340,37894,1672,19,5
5724,48,A,4522,6644,947,32209,1556,15,3
5725,32,C,2854,3592,816,41479,1464,15,2
5726,55,B,8194,32091,1353,28913,2189,16,7
5727,49,A,5782,19491,674,26546,1984,17,4
5728,30,C,3653,8415,563,21216,2134,17,2
,48,D,2340,4559,511,27226,2016,12,1
5730,38,E,6994,73120,1313,23291,1295,15,6
5731,29,C,3162,8924,754,41544,1700,15,2
5732,36,D,2373,4547,479,31704,1847,10,1
5733,19,E,7885,72767,1794,31799,1829,17,7
5734,51,D,2086,5291,435,41079,1564,11,1
5735,17,D,2651,3752,458,18129,1933,10,1
5736,41,E,6996,4736,1446,34434,1862,16,6
5737,34,C,3935,7262,631,21629,2097,13,2
5738,30,E,8273,42468,1479,34800,1951,20,7
5739,41,C,3044,5305,903,35852,1867,14,2
5740,33,A,4204,21023,822,34078,1718,15,3
5741,39,D,3101,6910,517,21133,1933,13,2
5742,53,C,2989,11641,818,40489,1699,17,2
5743,47,C,2995,8915,822,37907,1454,13,2
5744,61,E,8924,25899,1764,19300,1816,18,8
5745,19,B,6854,23500,1247,40798,1594,16,6
5746,45,C,3008,5638,667,28584,1330,17,2
5747,40,B,6474,16701,1356,35054,1780,16,5
5748,29,C,3572,11814,762,36622,853,15,3
5749,51,C,3309,9400,788,41917,1647,20,2
5750,32,B,5131,16485,1216,28367,1835,20,4
5751,30,D,1876,4662,482,26215,1981,14,0
5752,57,C,3575,6628,903,37908,1520,17,3
5753,43,E,7208,57760,1838,19885,2046,21,6
5754,45,A,5983,44464,1039,29563,1589,17,5
5755,47,C,3866,5282,851,28643,2463,16,2
5756,47,B,6563,23698,1304,23413,2186,17,5
5757,44,B,6853,24789,1386,16254,1682,16,6
5758,47,C,3670,1417,761,30862,2213,13,2
5759,35,A,5813,24760,479,19495,1321,13,5
5760,35,D,1915,5100,515,25471,1560,11,1
5761,36,D,2598,5123,575,30742,1931,11,1
5762,37,A,5903,23175,1261,30693,1819,17,5
5763,34,C,3062,10757,591,28971,2011,17,2
5764,37,D,1834,3035,512,29327,2033,9,0
,13,C,3881,8187,624,40639,1742,15,3
5766,47,E,8777,39494,1414,39355,1785,20,7
5767,40,C,4004,5264,930,35530,1942,15,3
5768,47,B,7301,27666,1309,20186,2311,15,5
5769,38,E,7447,45610,1135,24501,2156,17,6
5770,38,E,7870,55747,1197,27825,1405,18,7
5771,44,B,7555,14708,1228,36823,1600,19,6
5772,39,D,2377,6212,577,24903,1541,12,1
5773,31,B,8591,26302,1309,41646,1876,17,7
5774,60,A,4995,22087,946,38592,1345,15,4
5775,34,D,885,1271,449,40146,1396,12,0
5776,41,C,4179,10049,861,20171,1705,13,3
5777,20,C,2986,9314,645,39315,1306,19,2
5778,36,E,8886,24832,1300,17914,1758,15,8
5779,36,E,8654,1174,1617,26242,1599,23,8
5780,56,D,1855,3526,563,40800,1837,13,1
5781,48,C,4018,11371,780,23414,1754,14,3
5782,34,C,3269,2946,873,23504,1296,18,2
5783,23,B,6488,22519,1064,30580,2018,20,5
5784,45,D,3003,7167,521,17872,1940,12,2
5785,28,E,7742,55909,1895,37236,2446,21,6
5786,26,E,7902,16012,1638,18878,1758,17,7
5787,47,B,5731,18059,1121,24244,1554,17,5
5788,54,B,6009,16489,1153,34325,2336,21,4
5789,47,C,3227,11014,918,30750,1809,14,2
5790,34,B,8567,33667,1105,26322,1289,18,8
5791,42,E,6796,68048,1815,21340,1133,20,6
5792,41,C,3279,2300,874,21342,2130,16,2
5793,42,A,5065,24400,830,16737,1506,16,4
5794,37,E,7677,40175,2010,31289,1567,19,7
5795,30,C,3442,7855,722,18152,1318,15,3
5796,55,D,2001,4371,499,16588,1582,8,1
5797,38,A,4994,23378,1219,37701,2369,16,3
5798,40,C,3262,1205,707,35882,1444,14,2
5799,44,A,4258,5532,868,38309,1522,18,3
5800,35,C,3847,8807,708,29566,1451,16,3
5801,40,D,1915,3404,429,29145,2179,13,0
5802,53,B,7420,33108,1259,17833,1865,17,6
5803,38,A,5126,25155,1056,30485,2235,17,3
5804,33,C,3472,5958,792,20213,1258,17,3
5805,43,E,7814,62803,1827,20598,1873,17,6
5806,46,C,3373,6657,771,28304,2049,14,2
,39,B,4920,14095,1036,34447,1348,19,4
5808,53,E,7381,63623,1736,40770,1701,18,6
5809,21,D,2671,2767,578,21165,1904,11,1
5810,56,E,8179,49349,1956,21686,1952,17,7
5811,56,C,3249,834,677,25825,1802,13,2
5812,39,B,4759,19097,1152,23144,1764,19,3
5813,23,D,3522,7984,497,20562,1604,12,2
5814,45,E,6600,48957,2018,20183,2205,22,5
5815,49,A,4578,22118,689,37818,1345,16,4
5816,37,B,8008,28057,1318,38796,2177,16,6
5817,24,C,2920,7106,867,36606,2325,12,1
5818,27,C,2985,5801,753,34014,1748,14,2
5819,43,E,7858,37159,2276,20420,1306,17,7
5820,42,E,7726,64274,1840,36018,1318,18,7
5821,44,D,3127,5580,510,20938,1848,13,2
5822,36,A,5381,32328,888,18937,1640,18,4
5823,43,E,8300,63829,2126,41138,1492,19,7
5824,36,E,8333,52484,2071,40971,1290,16,8
5825,50,B,6922,21472,1304,34009,2016,17,5
5826,45,A,4519,30503,910,31188,2012,14,3
5827,43,B,6584,15298,1159,20315,1609,13,5
5828,34,C,4325,6908,569,37080,1783,12,3
5829,29,D,3514,6518,484,25281,1605,11,2
5830,39,C,3483,10903,613,37877,1197,15,3
5831,45,B,7477,19230,1146,37575,2300,19,6
5832,35,D,2133,2507,535,34420,2023,13,1
